metric,sample_num,plot,date,treatment,treatment_label,depth_cm,depth_label,value,metric_label,multiplier,metric_order,value_plot
mean_hc,86,5,2022-08-23,control,Control,10,0-10 cm,1.08030440424039,"Mean H/C
(formula-count mean)",1,3,1.08030440424039
mean_hc,12,1,2022-09-08,control,Control,10,0-10 cm,1.10837503474318,"Mean H/C
(formula-count mean)",1,3,1.10837503474318
mean_hc,42,3,2022-09-08,control,Control,10,0-10 cm,1.05913272912077,"Mean H/C
(formula-count mean)",1,3,1.05913272912077
mean_hc,87,5,2022-09-08,control,Control,10,0-10 cm,1.03816981089069,"Mean H/C
(formula-count mean)",1,3,1.03816981089069
mean_hc,13,1,2022-11-16,control,Control,10,0-10 cm,1.10368683447025,"Mean H/C
(formula-count mean)",1,3,1.10368683447025
mean_hc,43,3,2022-11-16,control,Control,10,0-10 cm,1.12343255459232,"Mean H/C
(formula-count mean)",1,3,1.12343255459232
mean_hc,88,5,2022-11-16,control,Control,10,0-10 cm,1.03765422902685,"Mean H/C
(formula-count mean)",1,3,1.03765422902685
mean_hc,44,3,2023-05-30,control,Control,10,0-10 cm,1.05076614346713,"Mean H/C
(formula-count mean)",1,3,1.05076614346713
mean_hc,45,3,2023-12-27,control,Control,10,0-10 cm,1.01847710851511,"Mean H/C
(formula-count mean)",1,3,1.01847710851511
mean_hc,46,3,2024-04-16,control,Control,10,0-10 cm,1.08219744943518,"Mean H/C
(formula-count mean)",1,3,1.08219744943518
mean_hc,47,3,2024-04-30,control,Control,10,0-10 cm,0.970763427348319,"Mean H/C
(formula-count mean)",1,3,0.970763427348319
mean_hc,14,2,2017-05-31,warmed,Warmed,10,0-10 cm,1.14179275861815,"Mean H/C
(formula-count mean)",1,3,1.14179275861815
mean_hc,89,6,2017-05-31,warmed,Warmed,10,0-10 cm,1.05120253119813,"Mean H/C
(formula-count mean)",1,3,1.05120253119813
mean_hc,48,4,2017-10-20,warmed,Warmed,10,0-10 cm,1.08202806243334,"Mean H/C
(formula-count mean)",1,3,1.08202806243334
mean_hc,15,2,2017-12-06,warmed,Warmed,10,0-10 cm,1.08898170701938,"Mean H/C
(formula-count mean)",1,3,1.08898170701938
mean_hc,49,4,2017-12-06,warmed,Warmed,10,0-10 cm,1.10061968479502,"Mean H/C
(formula-count mean)",1,3,1.10061968479502
mean_hc,50,4,2018-01-17,warmed,Warmed,10,0-10 cm,1.05658320961457,"Mean H/C
(formula-count mean)",1,3,1.05658320961457
mean_hc,51,4,2018-01-30,warmed,Warmed,10,0-10 cm,1.17957785441456,"Mean H/C
(formula-count mean)",1,3,1.17957785441456
mean_hc,52,4,2018-02-13,warmed,Warmed,10,0-10 cm,1.09391728698471,"Mean H/C
(formula-count mean)",1,3,1.09391728698471
mean_hc,53,4,2018-02-27,warmed,Warmed,10,0-10 cm,1.13532902841995,"Mean H/C
(formula-count mean)",1,3,1.13532902841995
mean_hc,16,2,2018-05-09,warmed,Warmed,10,0-10 cm,1.04489661629535,"Mean H/C
(formula-count mean)",1,3,1.04489661629535
mean_hc,54,4,2018-05-09,warmed,Warmed,10,0-10 cm,1.08801011828381,"Mean H/C
(formula-count mean)",1,3,1.08801011828381
mean_hc,17,2,2018-05-22,warmed,Warmed,10,0-10 cm,1.00318735580449,"Mean H/C
(formula-count mean)",1,3,1.00318735580449
mean_hc,55,4,2018-05-22,warmed,Warmed,10,0-10 cm,1.10780137224618,"Mean H/C
(formula-count mean)",1,3,1.10780137224618
mean_hc,18,2,2018-10-10,warmed,Warmed,10,0-10 cm,1.04890993251436,"Mean H/C
(formula-count mean)",1,3,1.04890993251436
mean_hc,90,6,2018-10-10,warmed,Warmed,10,0-10 cm,1.03268471197836,"Mean H/C
(formula-count mean)",1,3,1.03268471197836
mean_hc,56,4,2018-10-23,warmed,Warmed,10,0-10 cm,1.11563244459288,"Mean H/C
(formula-count mean)",1,3,1.11563244459288
mean_hc,91,6,2018-10-23,warmed,Warmed,10,0-10 cm,1.05774720103331,"Mean H/C
(formula-count mean)",1,3,1.05774720103331
mean_hc,19,2,2018-11-07,warmed,Warmed,10,0-10 cm,1.09554679300642,"Mean H/C
(formula-count mean)",1,3,1.09554679300642
mean_hc,57,4,2018-11-07,warmed,Warmed,10,0-10 cm,1.11191257622022,"Mean H/C
(formula-count mean)",1,3,1.11191257622022
mean_hc,20,2,2019-09-10,warmed,Warmed,10,0-10 cm,1.17062636810221,"Mean H/C
(formula-count mean)",1,3,1.17062636810221
mean_hc,92,6,2019-09-10,warmed,Warmed,10,0-10 cm,1.04538772626483,"Mean H/C
(formula-count mean)",1,3,1.04538772626483
mean_hc,58,4,2019-11-05,warmed,Warmed,10,0-10 cm,1.11446601459512,"Mean H/C
(formula-count mean)",1,3,1.11446601459512
mean_hc,21,2,2019-12-03,warmed,Warmed,10,0-10 cm,1.07837007090578,"Mean H/C
(formula-count mean)",1,3,1.07837007090578
mean_hc,59,4,2019-12-17,warmed,Warmed,10,0-10 cm,1.08819087488073,"Mean H/C
(formula-count mean)",1,3,1.08819087488073
mean_hc,93,6,2019-12-17,warmed,Warmed,10,0-10 cm,1.0219624699861,"Mean H/C
(formula-count mean)",1,3,1.0219624699861
mean_hc,60,4,2019-12-31,warmed,Warmed,10,0-10 cm,1.09726097913108,"Mean H/C
(formula-count mean)",1,3,1.09726097913108
mean_hc,22,2,2020-01-28,warmed,Warmed,10,0-10 cm,1.06463602824626,"Mean H/C
(formula-count mean)",1,3,1.06463602824626
mean_hc,61,4,2020-01-28,warmed,Warmed,10,0-10 cm,1.06182819710299,"Mean H/C
(formula-count mean)",1,3,1.06182819710299
mean_hc,94,6,2020-01-28,warmed,Warmed,10,0-10 cm,1.0724607473864,"Mean H/C
(formula-count mean)",1,3,1.0724607473864
mean_hc,95,6,2020-02-25,warmed,Warmed,10,0-10 cm,1.05783038527975,"Mean H/C
(formula-count mean)",1,3,1.05783038527975
mean_hc,62,4,2020-03-10,warmed,Warmed,10,0-10 cm,1.04784123914466,"Mean H/C
(formula-count mean)",1,3,1.04784123914466
mean_hc,96,6,2020-03-10,warmed,Warmed,10,0-10 cm,1.07010481468851,"Mean H/C
(formula-count mean)",1,3,1.07010481468851
mean_hc,97,6,2020-07-28,warmed,Warmed,10,0-10 cm,1.05088411470018,"Mean H/C
(formula-count mean)",1,3,1.05088411470018
mean_hc,98,6,2020-09-09,warmed,Warmed,10,0-10 cm,1.04077585707543,"Mean H/C
(formula-count mean)",1,3,1.04077585707543
mean_hc,99,6,2020-10-06,warmed,Warmed,10,0-10 cm,1.03300542527228,"Mean H/C
(formula-count mean)",1,3,1.03300542527228
mean_hc,100,6,2020-11-05,warmed,Warmed,10,0-10 cm,1.06015508249113,"Mean H/C
(formula-count mean)",1,3,1.06015508249113
mean_hc,101,6,2021-02-09,warmed,Warmed,10,0-10 cm,1.00096681154664,"Mean H/C
(formula-count mean)",1,3,1.00096681154664
mean_hc,102,6,2021-02-23,warmed,Warmed,10,0-10 cm,1.0270164220267,"Mean H/C
(formula-count mean)",1,3,1.0270164220267
mean_hc,103,6,2021-06-03,warmed,Warmed,10,0-10 cm,1.06970215043669,"Mean H/C
(formula-count mean)",1,3,1.06970215043669
mean_hc,23,2,2021-12-15,warmed,Warmed,10,0-10 cm,1.05881577488138,"Mean H/C
(formula-count mean)",1,3,1.05881577488138
mean_hc,63,4,2021-12-15,warmed,Warmed,10,0-10 cm,1.06540744405928,"Mean H/C
(formula-count mean)",1,3,1.06540744405928
mean_hc,104,6,2021-12-15,warmed,Warmed,10,0-10 cm,0.985445188144702,"Mean H/C
(formula-count mean)",1,3,0.985445188144702
mean_hc,24,2,2022-08-23,warmed,Warmed,10,0-10 cm,1.01875884128796,"Mean H/C
(formula-count mean)",1,3,1.01875884128796
mean_hc,105,6,2022-08-23,warmed,Warmed,10,0-10 cm,0.959024182587356,"Mean H/C
(formula-count mean)",1,3,0.959024182587356
mean_hc,64,4,2022-09-08,warmed,Warmed,10,0-10 cm,1.03981538286093,"Mean H/C
(formula-count mean)",1,3,1.03981538286093
mean_hc,106,6,2022-09-08,warmed,Warmed,10,0-10 cm,0.912485281256611,"Mean H/C
(formula-count mean)",1,3,0.912485281256611
mean_hc,25,2,2022-11-16,warmed,Warmed,10,0-10 cm,1.02594020527063,"Mean H/C
(formula-count mean)",1,3,1.02594020527063
mean_hc,65,4,2022-11-16,warmed,Warmed,10,0-10 cm,1.0503445433786,"Mean H/C
(formula-count mean)",1,3,1.0503445433786
mean_hc,107,6,2022-11-16,warmed,Warmed,10,0-10 cm,1.00091072493067,"Mean H/C
(formula-count mean)",1,3,1.00091072493067
mean_hc,66,4,2023-05-30,warmed,Warmed,10,0-10 cm,1.03978719677717,"Mean H/C
(formula-count mean)",1,3,1.03978719677717
mean_hc,67,4,2023-12-27,warmed,Warmed,10,0-10 cm,1.07513220457498,"Mean H/C
(formula-count mean)",1,3,1.07513220457498
mean_hc,68,4,2024-04-16,warmed,Warmed,10,0-10 cm,1.03169804570472,"Mean H/C
(formula-count mean)",1,3,1.03169804570472
mean_hc,69,4,2024-04-30,warmed,Warmed,10,0-10 cm,1.06845422753518,"Mean H/C
(formula-count mean)",1,3,1.06845422753518
mean_hc,126,3,2017-05-31,control,Control,30,10-30 cm,1.11617322797872,"Mean H/C
(formula-count mean)",1,3,1.11617322797872
mean_hc,127,3,2017-11-22,control,Control,30,10-30 cm,1.02184657815175,"Mean H/C
(formula-count mean)",1,3,1.02184657815175
mean_hc,128,3,2017-12-06,control,Control,30,10-30 cm,1.43392148695855,"Mean H/C
(formula-count mean)",1,3,1.43392148695855
mean_hc,170,5,2017-12-06,control,Control,30,10-30 cm,1.10693612608759,"Mean H/C
(formula-count mean)",1,3,1.10693612608759
mean_hc,129,3,2018-01-03,control,Control,30,10-30 cm,1.21295498692573,"Mean H/C
(formula-count mean)",1,3,1.21295498692573
mean_hc,130,3,2018-01-30,control,Control,30,10-30 cm,0.962932602635357,"Mean H/C
(formula-count mean)",1,3,0.962932602635357
mean_hc,131,3,2018-02-27,control,Control,30,10-30 cm,1.19174946231963,"Mean H/C
(formula-count mean)",1,3,1.19174946231963
mean_hc,171,5,2018-03-27,control,Control,30,10-30 cm,1.03336346636405,"Mean H/C
(formula-count mean)",1,3,1.03336346636405
mean_hc,132,3,2018-05-09,control,Control,30,10-30 cm,1.09346268227407,"Mean H/C
(formula-count mean)",1,3,1.09346268227407
mean_hc,172,5,2018-05-09,control,Control,30,10-30 cm,1.0589013932777,"Mean H/C
(formula-count mean)",1,3,1.0589013932777
mean_hc,133,3,2018-11-07,control,Control,30,10-30 cm,1.07559775729346,"Mean H/C
(formula-count mean)",1,3,1.07559775729346
mean_hc,134,3,2019-09-10,control,Control,30,10-30 cm,1.11010262309073,"Mean H/C
(formula-count mean)",1,3,1.11010262309073
mean_hc,135,3,2019-12-03,control,Control,30,10-30 cm,0.996091939747293,"Mean H/C
(formula-count mean)",1,3,0.996091939747293
mean_hc,136,3,2020-01-14,control,Control,30,10-30 cm,1.05535025264123,"Mean H/C
(formula-count mean)",1,3,1.05535025264123
mean_hc,108,1,2020-02-25,control,Control,30,10-30 cm,1.11135189129789,"Mean H/C
(formula-count mean)",1,3,1.11135189129789
mean_hc,137,3,2020-02-25,control,Control,30,10-30 cm,1.01144301474728,"Mean H/C
(formula-count mean)",1,3,1.01144301474728
mean_hc,138,3,2020-03-10,control,Control,30,10-30 cm,1.04982644932488,"Mean H/C
(formula-count mean)",1,3,1.04982644932488
mean_hc,139,3,2020-07-28,control,Control,30,10-30 cm,1.05803782531253,"Mean H/C
(formula-count mean)",1,3,1.05803782531253
mean_hc,173,5,2020-07-28,control,Control,30,10-30 cm,1.04404572867775,"Mean H/C
(formula-count mean)",1,3,1.04404572867775
mean_hc,140,3,2020-09-09,control,Control,30,10-30 cm,1.02746592496917,"Mean H/C
(formula-count mean)",1,3,1.02746592496917
mean_hc,141,3,2020-10-06,control,Control,30,10-30 cm,1.00215932160535,"Mean H/C
(formula-count mean)",1,3,1.00215932160535
mean_hc,174,5,2020-10-06,control,Control,30,10-30 cm,1.03099517831024,"Mean H/C
(formula-count mean)",1,3,1.03099517831024
mean_hc,142,3,2020-11-05,control,Control,30,10-30 cm,0.976083086164012,"Mean H/C
(formula-count mean)",1,3,0.976083086164012
mean_hc,175,5,2020-11-05,control,Control,30,10-30 cm,1.05089195426477,"Mean H/C
(formula-count mean)",1,3,1.05089195426477
mean_hc,143,3,2020-12-29,control,Control,30,10-30 cm,1.00624379156116,"Mean H/C
(formula-count mean)",1,3,1.00624379156116
mean_hc,144,3,2021-02-09,control,Control,30,10-30 cm,1.10235802128939,"Mean H/C
(formula-count mean)",1,3,1.10235802128939
mean_hc,176,5,2021-02-23,control,Control,30,10-30 cm,0.994772181047101,"Mean H/C
(formula-count mean)",1,3,0.994772181047101
mean_hc,145,3,2021-06-03,control,Control,30,10-30 cm,1.11006164163742,"Mean H/C
(formula-count mean)",1,3,1.11006164163742
mean_hc,109,1,2021-09-21,control,Control,30,10-30 cm,1.28286515826519,"Mean H/C
(formula-count mean)",1,3,1.28286515826519
mean_hc,146,3,2021-12-15,control,Control,30,10-30 cm,1.04118059901725,"Mean H/C
(formula-count mean)",1,3,1.04118059901725
mean_hc,110,1,2022-08-23,control,Control,30,10-30 cm,0.943923566742559,"Mean H/C
(formula-count mean)",1,3,0.943923566742559
mean_hc,177,5,2022-08-23,control,Control,30,10-30 cm,1.10220883985858,"Mean H/C
(formula-count mean)",1,3,1.10220883985858
mean_hc,111,1,2022-09-08,control,Control,30,10-30 cm,1.04025900034127,"Mean H/C
(formula-count mean)",1,3,1.04025900034127
mean_hc,178,5,2022-09-08,control,Control,30,10-30 cm,1.03453462084865,"Mean H/C
(formula-count mean)",1,3,1.03453462084865
mean_hc,179,5,2022-11-01,control,Control,30,10-30 cm,1.02317644198318,"Mean H/C
(formula-count mean)",1,3,1.02317644198318
mean_hc,112,1,2022-11-16,control,Control,30,10-30 cm,1.01232396614453,"Mean H/C
(formula-count mean)",1,3,1.01232396614453
mean_hc,113,1,2023-01-12,control,Control,30,10-30 cm,1.02237555179709,"Mean H/C
(formula-count mean)",1,3,1.02237555179709
mean_hc,180,5,2023-01-12,control,Control,30,10-30 cm,1.0147643054757,"Mean H/C
(formula-count mean)",1,3,1.0147643054757
mean_hc,181,5,2023-02-07,control,Control,30,10-30 cm,0.99132744610479,"Mean H/C
(formula-count mean)",1,3,0.99132744610479
mean_hc,182,5,2023-05-02,control,Control,30,10-30 cm,1.06731871449812,"Mean H/C
(formula-count mean)",1,3,1.06731871449812
mean_hc,114,1,2023-05-30,control,Control,30,10-30 cm,1.03345001085689,"Mean H/C
(formula-count mean)",1,3,1.03345001085689
mean_hc,147,3,2023-05-30,control,Control,30,10-30 cm,1.02945310741522,"Mean H/C
(formula-count mean)",1,3,1.02945310741522
mean_hc,115,1,2023-08-22,control,Control,30,10-30 cm,1.05712574852521,"Mean H/C
(formula-count mean)",1,3,1.05712574852521
mean_hc,183,5,2023-10-03,control,Control,30,10-30 cm,1.03553072454769,"Mean H/C
(formula-count mean)",1,3,1.03553072454769
mean_hc,116,1,2023-12-12,control,Control,30,10-30 cm,0.996816925757578,"Mean H/C
(formula-count mean)",1,3,0.996816925757578
mean_hc,184,5,2024-04-30,control,Control,30,10-30 cm,1.06238318444044,"Mean H/C
(formula-count mean)",1,3,1.06238318444044
mean_hc,148,4,2017-05-31,warmed,Warmed,30,10-30 cm,0.938962468946081,"Mean H/C
(formula-count mean)",1,3,0.938962468946081
mean_hc,149,4,2017-11-22,warmed,Warmed,30,10-30 cm,0.984621835438741,"Mean H/C
(formula-count mean)",1,3,0.984621835438741
mean_hc,150,4,2017-12-06,warmed,Warmed,30,10-30 cm,0.992348006924048,"Mean H/C
(formula-count mean)",1,3,0.992348006924048
mean_hc,185,6,2017-12-06,warmed,Warmed,30,10-30 cm,1.12188724858114,"Mean H/C
(formula-count mean)",1,3,1.12188724858114
mean_hc,152,4,2018-01-30,warmed,Warmed,30,10-30 cm,1.0400721813304,"Mean H/C
(formula-count mean)",1,3,1.0400721813304
mean_hc,153,4,2018-02-27,warmed,Warmed,30,10-30 cm,0.911558623976051,"Mean H/C
(formula-count mean)",1,3,0.911558623976051
mean_hc,154,4,2018-05-09,warmed,Warmed,30,10-30 cm,1.04890971136295,"Mean H/C
(formula-count mean)",1,3,1.04890971136295
mean_hc,155,4,2018-11-07,warmed,Warmed,30,10-30 cm,1.03080128292945,"Mean H/C
(formula-count mean)",1,3,1.03080128292945
mean_hc,156,4,2019-09-10,warmed,Warmed,30,10-30 cm,1.05188856957292,"Mean H/C
(formula-count mean)",1,3,1.05188856957292
mean_hc,157,4,2019-12-03,warmed,Warmed,30,10-30 cm,1.00694386461033,"Mean H/C
(formula-count mean)",1,3,1.00694386461033
mean_hc,158,4,2020-01-14,warmed,Warmed,30,10-30 cm,1.04464243525741,"Mean H/C
(formula-count mean)",1,3,1.04464243525741
mean_hc,117,2,2020-02-25,warmed,Warmed,30,10-30 cm,1.05114509398399,"Mean H/C
(formula-count mean)",1,3,1.05114509398399
mean_hc,159,4,2020-02-25,warmed,Warmed,30,10-30 cm,1.0446048921575,"Mean H/C
(formula-count mean)",1,3,1.0446048921575
mean_hc,160,4,2020-03-10,warmed,Warmed,30,10-30 cm,1.04580499262742,"Mean H/C
(formula-count mean)",1,3,1.04580499262742
mean_hc,161,4,2020-07-28,warmed,Warmed,30,10-30 cm,0.964435732149765,"Mean H/C
(formula-count mean)",1,3,0.964435732149765
mean_hc,162,4,2020-09-09,warmed,Warmed,30,10-30 cm,0.954591186669458,"Mean H/C
(formula-count mean)",1,3,0.954591186669458
mean_hc,186,6,2020-09-09,warmed,Warmed,30,10-30 cm,1.06723244941067,"Mean H/C
(formula-count mean)",1,3,1.06723244941067
mean_hc,163,4,2020-10-06,warmed,Warmed,30,10-30 cm,1.01087017724166,"Mean H/C
(formula-count mean)",1,3,1.01087017724166
mean_hc,187,6,2020-10-06,warmed,Warmed,30,10-30 cm,1.13981229295941,"Mean H/C
(formula-count mean)",1,3,1.13981229295941
mean_hc,164,4,2020-11-05,warmed,Warmed,30,10-30 cm,0.975032252826926,"Mean H/C
(formula-count mean)",1,3,0.975032252826926
mean_hc,165,4,2020-12-29,warmed,Warmed,30,10-30 cm,1.01410957866252,"Mean H/C
(formula-count mean)",1,3,1.01410957866252
mean_hc,166,4,2021-02-09,warmed,Warmed,30,10-30 cm,1.00967282138126,"Mean H/C
(formula-count mean)",1,3,1.00967282138126
mean_hc,188,6,2021-02-23,warmed,Warmed,30,10-30 cm,1.11015049838269,"Mean H/C
(formula-count mean)",1,3,1.11015049838269
mean_hc,167,4,2021-06-03,warmed,Warmed,30,10-30 cm,0.926101345920236,"Mean H/C
(formula-count mean)",1,3,0.926101345920236
mean_hc,118,2,2021-09-21,warmed,Warmed,30,10-30 cm,1.06531729266262,"Mean H/C
(formula-count mean)",1,3,1.06531729266262
mean_hc,168,4,2021-12-15,warmed,Warmed,30,10-30 cm,0.990763768422906,"Mean H/C
(formula-count mean)",1,3,0.990763768422906
mean_hc,119,2,2022-08-23,warmed,Warmed,30,10-30 cm,0.98457400359227,"Mean H/C
(formula-count mean)",1,3,0.98457400359227
mean_hc,189,6,2022-08-23,warmed,Warmed,30,10-30 cm,0.967116339453342,"Mean H/C
(formula-count mean)",1,3,0.967116339453342
mean_hc,120,2,2022-09-08,warmed,Warmed,30,10-30 cm,1.54422715267824,"Mean H/C
(formula-count mean)",1,3,1.54422715267824
mean_hc,190,6,2022-09-08,warmed,Warmed,30,10-30 cm,0.97124054875737,"Mean H/C
(formula-count mean)",1,3,0.97124054875737
mean_hc,191,6,2022-11-01,warmed,Warmed,30,10-30 cm,1.10736065411594,"Mean H/C
(formula-count mean)",1,3,1.10736065411594
mean_hc,121,2,2022-11-16,warmed,Warmed,30,10-30 cm,1.09216314623301,"Mean H/C
(formula-count mean)",1,3,1.09216314623301
mean_hc,122,2,2023-01-12,warmed,Warmed,30,10-30 cm,1.14451454247966,"Mean H/C
(formula-count mean)",1,3,1.14451454247966
mean_hc,192,6,2023-01-12,warmed,Warmed,30,10-30 cm,1.05600892587119,"Mean H/C
(formula-count mean)",1,3,1.05600892587119
mean_hc,193,6,2023-02-07,warmed,Warmed,30,10-30 cm,1.07777461134773,"Mean H/C
(formula-count mean)",1,3,1.07777461134773
mean_hc,194,6,2023-05-02,warmed,Warmed,30,10-30 cm,1.10265434793224,"Mean H/C
(formula-count mean)",1,3,1.10265434793224
mean_hc,123,2,2023-05-30,warmed,Warmed,30,10-30 cm,0.984728789224908,"Mean H/C
(formula-count mean)",1,3,0.984728789224908
mean_hc,169,4,2023-05-30,warmed,Warmed,30,10-30 cm,0.951241754462144,"Mean H/C
(formula-count mean)",1,3,0.951241754462144
mean_hc,124,2,2023-08-22,warmed,Warmed,30,10-30 cm,1.09191650888326,"Mean H/C
(formula-count mean)",1,3,1.09191650888326
mean_hc,195,6,2023-10-03,warmed,Warmed,30,10-30 cm,1.02208321615607,"Mean H/C
(formula-count mean)",1,3,1.02208321615607
mean_hc,125,2,2023-12-12,warmed,Warmed,30,10-30 cm,1.11417845359149,"Mean H/C
(formula-count mean)",1,3,1.11417845359149
mean_hc,196,6,2024-04-30,warmed,Warmed,30,10-30 cm,1.03908720483386,"Mean H/C
(formula-count mean)",1,3,1.03908720483386
mean_oc,1,1,2017-05-31,control,Control,10,0-10 cm,0.360781817814691,"Mean O/C
(formula-count mean)",1,4,0.360781817814691
mean_oc,70,5,2017-05-31,control,Control,10,0-10 cm,0.302624139036957,"Mean O/C
(formula-count mean)",1,4,0.302624139036957
mean_oc,26,3,2017-10-20,control,Control,10,0-10 cm,0.23148949141557,"Mean O/C
(formula-count mean)",1,4,0.23148949141557
mean_oc,2,1,2017-12-06,control,Control,10,0-10 cm,0.359691216533092,"Mean O/C
(formula-count mean)",1,4,0.359691216533092
mean_oc,27,3,2017-12-06,control,Control,10,0-10 cm,0.411295492713163,"Mean O/C
(formula-count mean)",1,4,0.411295492713163
mean_oc,28,3,2018-01-17,control,Control,10,0-10 cm,0.263838318228226,"Mean O/C
(formula-count mean)",1,4,0.263838318228226
mean_oc,29,3,2018-01-30,control,Control,10,0-10 cm,0.289649201847256,"Mean O/C
(formula-count mean)",1,4,0.289649201847256
mean_oc,30,3,2018-02-13,control,Control,10,0-10 cm,0.210161190711178,"Mean O/C
(formula-count mean)",1,4,0.210161190711178
mean_oc,31,3,2018-02-27,control,Control,10,0-10 cm,0.182138588455439,"Mean O/C
(formula-count mean)",1,4,0.182138588455439
mean_oc,3,1,2018-05-09,control,Control,10,0-10 cm,0.339909502940581,"Mean O/C
(formula-count mean)",1,4,0.339909502940581
mean_oc,32,3,2018-05-09,control,Control,10,0-10 cm,0.184420796644248,"Mean O/C
(formula-count mean)",1,4,0.184420796644248
mean_oc,4,1,2018-05-22,control,Control,10,0-10 cm,0.357072167217379,"Mean O/C
(formula-count mean)",1,4,0.357072167217379
mean_oc,33,3,2018-05-22,control,Control,10,0-10 cm,0.158824848261525,"Mean O/C
(formula-count mean)",1,4,0.158824848261525
mean_oc,5,1,2018-10-10,control,Control,10,0-10 cm,0.362084779791827,"Mean O/C
(formula-count mean)",1,4,0.362084779791827
mean_oc,71,5,2018-10-10,control,Control,10,0-10 cm,0.277329280232401,"Mean O/C
(formula-count mean)",1,4,0.277329280232401
mean_oc,34,3,2018-10-23,control,Control,10,0-10 cm,0.296589275751935,"Mean O/C
(formula-count mean)",1,4,0.296589275751935
mean_oc,72,5,2018-10-23,control,Control,10,0-10 cm,0.258902817615776,"Mean O/C
(formula-count mean)",1,4,0.258902817615776
mean_oc,6,1,2018-11-07,control,Control,10,0-10 cm,0.339995573572565,"Mean O/C
(formula-count mean)",1,4,0.339995573572565
mean_oc,35,3,2018-11-07,control,Control,10,0-10 cm,0.265222458630163,"Mean O/C
(formula-count mean)",1,4,0.265222458630163
mean_oc,7,1,2019-09-10,control,Control,10,0-10 cm,0.334149027678319,"Mean O/C
(formula-count mean)",1,4,0.334149027678319
mean_oc,73,5,2019-09-10,control,Control,10,0-10 cm,0.319374890382,"Mean O/C
(formula-count mean)",1,4,0.319374890382
mean_oc,36,3,2019-11-05,control,Control,10,0-10 cm,0.156308171016363,"Mean O/C
(formula-count mean)",1,4,0.156308171016363
mean_oc,8,1,2019-12-03,control,Control,10,0-10 cm,0.375015606951208,"Mean O/C
(formula-count mean)",1,4,0.375015606951208
mean_oc,37,3,2019-12-17,control,Control,10,0-10 cm,0.163599243251485,"Mean O/C
(formula-count mean)",1,4,0.163599243251485
mean_oc,74,5,2019-12-17,control,Control,10,0-10 cm,0.276991310434168,"Mean O/C
(formula-count mean)",1,4,0.276991310434168
mean_oc,38,3,2019-12-31,control,Control,10,0-10 cm,0.164985989257553,"Mean O/C
(formula-count mean)",1,4,0.164985989257553
mean_oc,9,1,2020-01-28,control,Control,10,0-10 cm,0.399328541045965,"Mean O/C
(formula-count mean)",1,4,0.399328541045965
mean_oc,39,3,2020-01-28,control,Control,10,0-10 cm,0.181159998592894,"Mean O/C
(formula-count mean)",1,4,0.181159998592894
mean_oc,75,5,2020-01-28,control,Control,10,0-10 cm,0.308369530753758,"Mean O/C
(formula-count mean)",1,4,0.308369530753758
mean_oc,76,5,2020-02-25,control,Control,10,0-10 cm,0.291750083726194,"Mean O/C
(formula-count mean)",1,4,0.291750083726194
mean_oc,40,3,2020-03-10,control,Control,10,0-10 cm,0.166456783176818,"Mean O/C
(formula-count mean)",1,4,0.166456783176818
mean_oc,77,5,2020-03-10,control,Control,10,0-10 cm,0.295983794420518,"Mean O/C
(formula-count mean)",1,4,0.295983794420518
mean_oc,78,5,2020-07-28,control,Control,10,0-10 cm,0.320320145627103,"Mean O/C
(formula-count mean)",1,4,0.320320145627103
mean_oc,79,5,2020-09-09,control,Control,10,0-10 cm,0.320029069690771,"Mean O/C
(formula-count mean)",1,4,0.320029069690771
mean_oc,80,5,2020-10-06,control,Control,10,0-10 cm,0.278319465239662,"Mean O/C
(formula-count mean)",1,4,0.278319465239662
mean_oc,81,5,2020-11-05,control,Control,10,0-10 cm,0.280209502964677,"Mean O/C
(formula-count mean)",1,4,0.280209502964677
mean_oc,82,5,2021-02-09,control,Control,10,0-10 cm,0.261338605136796,"Mean O/C
(formula-count mean)",1,4,0.261338605136796
mean_oc,83,5,2021-02-23,control,Control,10,0-10 cm,0.268481897177113,"Mean O/C
(formula-count mean)",1,4,0.268481897177113
mean_oc,84,5,2021-06-03,control,Control,10,0-10 cm,0.250271539820038,"Mean O/C
(formula-count mean)",1,4,0.250271539820038
mean_oc,10,1,2021-12-15,control,Control,10,0-10 cm,0.268099124861696,"Mean O/C
(formula-count mean)",1,4,0.268099124861696
mean_oc,41,3,2021-12-15,control,Control,10,0-10 cm,0.144628004588314,"Mean O/C
(formula-count mean)",1,4,0.144628004588314
mean_oc,85,5,2021-12-15,control,Control,10,0-10 cm,0.248623859693026,"Mean O/C
(formula-count mean)",1,4,0.248623859693026
mean_oc,11,1,2022-08-23,control,Control,10,0-10 cm,0.245126064527353,"Mean O/C
(formula-count mean)",1,4,0.245126064527353
mean_oc,86,5,2022-08-23,control,Control,10,0-10 cm,0.263515500172885,"Mean O/C
(formula-count mean)",1,4,0.263515500172885
mean_oc,12,1,2022-09-08,control,Control,10,0-10 cm,0.308184183959695,"Mean O/C
(formula-count mean)",1,4,0.308184183959695
mean_oc,42,3,2022-09-08,control,Control,10,0-10 cm,0.176968983500091,"Mean O/C
(formula-count mean)",1,4,0.176968983500091
mean_oc,87,5,2022-09-08,control,Control,10,0-10 cm,0.279864094070934,"Mean O/C
(formula-count mean)",1,4,0.279864094070934
