response,feature,importance,feature_base,block
shannon_classes,tfvol_ml_plotmean_throughfall_mean180d__missing,-5.04699917234674e-07,tfvol_ml_plotmean_throughfall_mean180d,bgc_sparse
shannon_classes,rootgrowth_g_m2_day_10_20_minirhizotron_mean180d__missing,-7.36912845554771e-07,rootgrowth_g_m2_day_10_20_minirhizotron_mean180d,bgc_sparse
shannon_classes,tn_ug_mL_lysimiter_surface_chemistry_mean180d__missing,-8.65243568747065e-07,tn_ug_mL_lysimiter_surface_chemistry_mean180d,bgc_sparse
shannon_classes,vwc_40_50_sd30d__missing,-1.03476485519027e-06,vwc_40_50_sd30d,climate_flux
shannon_classes,temp_20_30_mean30d__missing,-1.23444073048495e-06,temp_20_30_mean30d,climate_flux
shannon_classes,po4_ugP_mL_lysimiter_surface_chemistry_days_since365d__missing,-1.92698331828667e-06,po4_ugP_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
shannon_classes,vwc_40_50_sd30d,-1.96435773558168e-06,vwc_40_50_sd30d,climate_flux
shannon_classes,tfvol_ml_plotmean_throughfall_days_since365d,-2.12239071655573e-06,tfvol_ml_plotmean_throughfall_days_since365d,bgc_sparse
shannon_classes,flux_sd90d__missing,-2.23986436699097e-06,flux_sd90d,climate_flux
shannon_classes,npoc_mgC_L_plotmean_throughfall_mean180d__missing,-3.51421762475845e-06,npoc_mgC_L_plotmean_throughfall_mean180d,bgc_sparse
shannon_classes,rootstock_g_m2_10_20_minirhizotron_mean180d__missing,-3.55300425943872e-06,rootstock_g_m2_10_20_minirhizotron_mean180d,bgc_sparse
shannon_classes,tn_ug_mL_lysimiter_surface_chemistry_days_since365d__missing,-3.7020708545854e-06,tn_ug_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
shannon_classes,tdn_mg_l_10cm_pwchemistry_last365d,-4.20741735993513e-06,tdn_mg_l_10cm_pwchemistry_last365d,bgc_sparse
shannon_classes,nh4_ugN_mL_lysimiter_surface_chemistry_days_since365d__missing,-4.7322325710577e-06,nh4_ugN_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
shannon_classes,rootstock_g_m2_0_10_minirhizotron_last365d,-4.83635789829529e-06,rootstock_g_m2_0_10_minirhizotron_last365d,bgc_sparse
shannon_classes,tfvol_ml_plotmean_throughfall_last365d,-4.84536292272031e-06,tfvol_ml_plotmean_throughfall_last365d,bgc_sparse
shannon_classes,temp_20_30_sd7d__missing,-5.03227819091445e-06,temp_20_30_sd7d,climate_flux
shannon_classes,rootmortality_g_m2_day_10_20_minirhizotron_last365d__missing,-5.58341728015654e-06,rootmortality_g_m2_day_10_20_minirhizotron_last365d,bgc_sparse
shannon_classes,rootgrowth_g_m2_day_10_20_minirhizotron_last365d__missing,-5.89323483497739e-06,rootgrowth_g_m2_day_10_20_minirhizotron_last365d,bgc_sparse
shannon_classes,tdn_mgN_L_plotmean_throughfall_days_since365d__missing,-6.22373335735649e-06,tdn_mgN_L_plotmean_throughfall_days_since365d,bgc_sparse
shannon_classes,no3_ugN_mL_lysimiter_surface_chemistry_mean180d__missing,-6.45916085609044e-06,no3_ugN_mL_lysimiter_surface_chemistry_mean180d,bgc_sparse
shannon_classes,no3_ugN_mL_lysimiter_surface_chemistry_last365d__missing,-6.76415695699206e-06,no3_ugN_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
shannon_classes,rootmortality_g_m2_day_20_30_minirhizotron_last365d__missing,-7.46195282179318e-06,rootmortality_g_m2_day_20_30_minirhizotron_last365d,bgc_sparse
shannon_classes,rootgrowth_g_m2_day_0_10_minirhizotron_last365d__missing,-8.50312016932953e-06,rootgrowth_g_m2_day_0_10_minirhizotron_last365d,bgc_sparse
shannon_classes,temp_40_50_sd30d,-8.98759912959624e-06,temp_40_50_sd30d,climate_flux
shannon_classes,rootgrowth_g_m2_day_20_30_minirhizotron_days_since365d,-9.43330679012155e-06,rootgrowth_g_m2_day_20_30_minirhizotron_days_since365d,bgc_sparse
shannon_classes,temp_20_30_sd90d__missing,-9.99458756625593e-06,temp_20_30_sd90d,climate_flux
shannon_classes,temperature_sd7d__missing,-1.00206753922851e-05,temperature_sd7d,climate_flux
shannon_classes,npoc_ug_mL_lysimiter_surface_chemistry_last365d__missing,-1.03354797790967e-05,npoc_ug_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
shannon_classes,litterfall_mean_g_m2_mean180d,-1.05389630645238e-05,litterfall_mean_g_m2_mean180d,bgc_sparse
shannon_classes,rootgrowth_g_m2_day_20_30_minirhizotron_last365d__missing,-1.06228674458397e-05,rootgrowth_g_m2_day_20_30_minirhizotron_last365d,bgc_sparse
shannon_classes,vwc_mean7d__missing,-1.40319338012069e-05,vwc_mean7d,climate_flux
shannon_classes,rootgrowth_g_m2_day_10_20_minirhizotron_days_since365d,-1.4897477196403e-05,rootgrowth_g_m2_day_10_20_minirhizotron_days_since365d,bgc_sparse
shannon_classes,tdn_mg_l_10cm_pwchemistry_mean180d__missing,-1.55054519248654e-05,tdn_mg_l_10cm_pwchemistry_mean180d,bgc_sparse
shannon_classes,npoc_mg_l_10cm_pwchemistry_days_since365d,-1.57507000326638e-05,npoc_mg_l_10cm_pwchemistry_days_since365d,bgc_sparse
shannon_classes,vwc_sd7d,-1.75263520210227e-05,vwc_sd7d,climate_flux
shannon_classes,rootmortality_g_m2_day_0_10_minirhizotron_days_since365d,-1.79277645286628e-05,rootmortality_g_m2_day_0_10_minirhizotron_days_since365d,bgc_sparse
shannon_classes,rootmortality_g_m2_day_0_10_minirhizotron_last365d,-2.03108389338913e-05,rootmortality_g_m2_day_0_10_minirhizotron_last365d,bgc_sparse
shannon_classes,po4_ugP_mL_lysimiter_surface_chemistry_days_since365d,-2.64954491333174e-05,po4_ugP_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
shannon_classes,vwc_20_30_mean90d__missing,-3.32906067635717e-05,vwc_20_30_mean90d,climate_flux
shannon_classes,vwc_20_30_sd7d,-3.72102578914588e-05,vwc_20_30_sd7d,climate_flux
shannon_classes,no3_ugN_mL_lysimiter_surface_chemistry_days_since365d,-5.12049486625961e-05,no3_ugN_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
shannon_classes,temp_40_50_mean90d,-6.55111294734663e-05,temp_40_50_mean90d,climate_flux
shannon_classes,nh4_ugN_mL_lysimiter_surface_chemistry_days_since365d,-8.27189085754578e-05,nh4_ugN_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
shannon_classes,temp_40_50_sd90d,-9.66068063817431e-05,temp_40_50_sd90d,climate_flux
shannon_classes,temp_20_30_sd90d,-9.6714983021857e-05,temp_20_30_sd90d,climate_flux
evenness,depth_group,0.00136704268449668,depth_group,experimental_structure
evenness,no3_ugN_mL_lysimiter_surface_chemistry_mean180d,0.000467522170628671,no3_ugN_mL_lysimiter_surface_chemistry_mean180d,bgc_sparse
evenness,npoc_mg_l_10cm_pwchemistry_last365d,0.000263825966294898,npoc_mg_l_10cm_pwchemistry_last365d,bgc_sparse
evenness,npoc_mg_l_10cm_pwchemistry_mean180d,0.000245021347030498,npoc_mg_l_10cm_pwchemistry_mean180d,bgc_sparse
evenness,date_num,0.000242805179983073,date_num,calendar_time
evenness,vwc_mean90d,0.000227957143375381,vwc_mean90d,climate_flux
evenness,treatment,0.000224979536450548,treatment,experimental_structure
evenness,nh4_ugN_mL_lysimiter_surface_chemistry_mean180d,0.00022481319349245,nh4_ugN_mL_lysimiter_surface_chemistry_mean180d,bgc_sparse
evenness,tn_ug_mL_lysimiter_surface_chemistry_last365d,0.000223712830758769,tn_ug_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
evenness,tdn_mg_l_10cm_pwchemistry_last365d,0.000223638434228491,tdn_mg_l_10cm_pwchemistry_last365d,bgc_sparse
evenness,npoc_mg_l_30cm_pwchemistry_mean180d,0.000196176235476632,npoc_mg_l_30cm_pwchemistry_mean180d,bgc_sparse
evenness,tn_ug_mL_lysimiter_surface_chemistry_mean180d,0.000182249727050979,tn_ug_mL_lysimiter_surface_chemistry_mean180d,bgc_sparse
evenness,vwc_mean7d,0.000175491215962339,vwc_mean7d,climate_flux
evenness,vwc_mean30d,0.000168508780560121,vwc_mean30d,climate_flux
evenness,rootmortality_g_m2_day_0_10_minirhizotron_mean180d,0.000161114261706402,rootmortality_g_m2_day_0_10_minirhizotron_mean180d,bgc_sparse
evenness,no3_ugN_mL_lysimiter_surface_chemistry_last365d,0.000151297905159439,no3_ugN_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
evenness,npoc_mg_l_30cm_pwchemistry_last365d,0.000126313525292503,npoc_mg_l_30cm_pwchemistry_last365d,bgc_sparse
evenness,tdn_mg_l_30cm_pwchemistry_mean180d,0.000125582368019428,tdn_mg_l_30cm_pwchemistry_mean180d,bgc_sparse
evenness,tdn_mg_l_30cm_pwchemistry_last365d,0.000120890424667208,tdn_mg_l_30cm_pwchemistry_last365d,bgc_sparse
evenness,npoc_ug_mL_lysimiter_surface_chemistry_last365d,0.000102971034335365,npoc_ug_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
evenness,po4_ugP_mL_lysimiter_surface_chemistry_mean180d,0.000100266597528755,po4_ugP_mL_lysimiter_surface_chemistry_mean180d,bgc_sparse
evenness,flux_mean90d,9.06268518328188e-05,flux_mean90d,climate_flux
evenness,vwc_sd90d,8.83070318608099e-05,vwc_sd90d,climate_flux
evenness,temp_20_30_sd90d,8.76527834275252e-05,temp_20_30_sd90d,climate_flux
evenness,vwc_40_50_mean90d,8.15555658755402e-05,vwc_40_50_mean90d,climate_flux
evenness,rootstock_g_m2_20_30_minirhizotron_mean180d,7.41256335866734e-05,rootstock_g_m2_20_30_minirhizotron_mean180d,bgc_sparse
evenness,temp_20_30_mean30d,7.30721751921368e-05,temp_20_30_mean30d,climate_flux
evenness,vwc_40_50_mean7d,7.29131213418619e-05,vwc_40_50_mean7d,climate_flux
evenness,rootgrowth_g_m2_day_20_30_minirhizotron_mean180d,7.23941555845746e-05,rootgrowth_g_m2_day_20_30_minirhizotron_mean180d,bgc_sparse
evenness,vwc_40_50_mean30d,7.00930046830222e-05,vwc_40_50_mean30d,climate_flux
evenness,temp_40_50_mean30d,6.97775501643294e-05,temp_40_50_mean30d,climate_flux
evenness,vwc_20_30_mean30d,6.94204724629162e-05,vwc_20_30_mean30d,climate_flux
evenness,flux_mean7d,6.86922061275832e-05,flux_mean7d,climate_flux
evenness,temperature_sd90d,6.52641804995189e-05,temperature_sd90d,climate_flux
evenness,vwc_20_30_sd90d,6.40347638416976e-05,vwc_20_30_sd90d,climate_flux
evenness,vwc_20_30_mean7d,6.31064819842557e-05,vwc_20_30_mean7d,climate_flux
evenness,nh4_ugN_mL_lysimiter_surface_chemistry_last365d,6.11624371153312e-05,nh4_ugN_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
evenness,vwc_40_50_sd30d,6.09275252801731e-05,vwc_40_50_sd30d,climate_flux
evenness,rootstock_g_m2_10_20_minirhizotron_last365d,5.61124908160537e-05,rootstock_g_m2_10_20_minirhizotron_last365d,bgc_sparse
evenness,year,5.57466899772376e-05,year,calendar_time
evenness,temp_20_30_mean7d,5.54243412072188e-05,temp_20_30_mean7d,climate_flux
evenness,temp_40_50_mean7d,5.27156510699631e-05,temp_40_50_mean7d,climate_flux
evenness,vwc_40_50_sd90d,5.17972311539368e-05,vwc_40_50_sd90d,climate_flux
evenness,tn_ug_mL_lysimiter_surface_chemistry_days_since365d,5.03951835832319e-05,tn_ug_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
evenness,po4_ugP_mL_lysimiter_surface_chemistry_mean180d__missing,4.78867956954217e-05,po4_ugP_mL_lysimiter_surface_chemistry_mean180d,bgc_sparse
evenness,temp_20_30_mean90d,4.38191353350352e-05,temp_20_30_mean90d,climate_flux
evenness,tdn_mg_l_10cm_pwchemistry_mean180d,3.96981428985659e-05,tdn_mg_l_10cm_pwchemistry_mean180d,bgc_sparse
evenness,vwc_sd30d,3.83043923811366e-05,vwc_sd30d,climate_flux
evenness,rootmortality_g_m2_day_20_30_minirhizotron_mean180d,3.82708323188063e-05,rootmortality_g_m2_day_20_30_minirhizotron_mean180d,bgc_sparse
evenness,flux_mean30d,3.60366841088928e-05,flux_mean30d,climate_flux
evenness,rootgrowth_g_m2_day_20_30_minirhizotron_last365d,3.59154712384531e-05,rootgrowth_g_m2_day_20_30_minirhizotron_last365d,bgc_sparse
evenness,temperature_sd30d,3.30389461790463e-05,temperature_sd30d,climate_flux
evenness,temperature_mean30d,3.28524158483001e-05,temperature_mean30d,climate_flux
evenness,vwc_20_30_sd7d,3.11905769625271e-05,vwc_20_30_sd7d,climate_flux
evenness,temp_40_50_sd30d,3.09292980469418e-05,temp_40_50_sd30d,climate_flux
evenness,litterfall_mean_g_m2_days_since365d,2.68604977446882e-05,litterfall_mean_g_m2_days_since365d,bgc_sparse
evenness,rootstock_g_m2_20_30_minirhizotron_days_since365d,2.61810718128397e-05,rootstock_g_m2_20_30_minirhizotron_days_since365d,bgc_sparse
evenness,rootmortality_g_m2_day_10_20_minirhizotron_mean180d,2.53860884727493e-05,rootmortality_g_m2_day_10_20_minirhizotron_mean180d,bgc_sparse
evenness,vwc_20_30_mean90d,2.50799876515702e-05,vwc_20_30_mean90d,climate_flux
evenness,nh4_ugN_mL_lysimiter_surface_chemistry_mean180d__missing,2.46998815128725e-05,nh4_ugN_mL_lysimiter_surface_chemistry_mean180d,bgc_sparse
evenness,rootstock_g_m2_0_10_minirhizotron_mean180d,2.45233247016679e-05,rootstock_g_m2_0_10_minirhizotron_mean180d,bgc_sparse
evenness,flux_sd90d,2.36431759097138e-05,flux_sd90d,climate_flux
evenness,vwc_sd7d,2.30897655287157e-05,vwc_sd7d,climate_flux
evenness,rootmortality_g_m2_day_10_20_minirhizotron_days_since365d,2.27548573444139e-05,rootmortality_g_m2_day_10_20_minirhizotron_days_since365d,bgc_sparse
evenness,npoc_ug_mL_lysimiter_surface_chemistry_days_since365d,2.27160332083958e-05,npoc_ug_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
evenness,litterfall_mean_g_m2_last365d,2.25900513247079e-05,litterfall_mean_g_m2_last365d,bgc_sparse
evenness,rootstock_g_m2_0_10_minirhizotron_last365d,2.19725400084276e-05,rootstock_g_m2_0_10_minirhizotron_last365d,bgc_sparse
evenness,npoc_mg_l_10cm_pwchemistry_days_since365d,2.16492326567852e-05,npoc_mg_l_10cm_pwchemistry_days_since365d,bgc_sparse
evenness,rootgrowth_g_m2_day_0_10_minirhizotron_mean180d,2.06740163408994e-05,rootgrowth_g_m2_day_0_10_minirhizotron_mean180d,bgc_sparse
evenness,temp_20_30_mean7d__missing,1.99975980811615e-05,temp_20_30_mean7d,climate_flux
evenness,rootgrowth_g_m2_day_0_10_minirhizotron_last365d,1.91934034790238e-05,rootgrowth_g_m2_day_0_10_minirhizotron_last365d,bgc_sparse
evenness,rootstock_g_m2_0_10_minirhizotron_days_since365d,1.85915609435787e-05,rootstock_g_m2_0_10_minirhizotron_days_since365d,bgc_sparse
evenness,tfvol_ml_plotmean_throughfall_mean180d,1.81316109201968e-05,tfvol_ml_plotmean_throughfall_mean180d,bgc_sparse
evenness,vwc_20_30_sd30d,1.79529690027773e-05,vwc_20_30_sd30d,climate_flux
evenness,temp_40_50_mean7d__missing,1.68576920366323e-05,temp_40_50_mean7d,climate_flux
evenness,rootstock_g_m2_10_20_minirhizotron_mean180d__missing,1.66386283489905e-05,rootstock_g_m2_10_20_minirhizotron_mean180d,bgc_sparse
evenness,temperature_mean90d__missing,1.64339418554065e-05,temperature_mean90d,climate_flux
evenness,npoc_mgC_L_plotmean_throughfall_days_since365d__missing,1.58272421285983e-05,npoc_mgC_L_plotmean_throughfall_days_since365d,bgc_sparse
evenness,rootgrowth_g_m2_day_10_20_minirhizotron_mean180d,1.50356522891157e-05,rootgrowth_g_m2_day_10_20_minirhizotron_mean180d,bgc_sparse
evenness,temperature_sd7d__missing,1.48481332972228e-05,temperature_sd7d,climate_flux
evenness,vwc_40_50_sd7d,1.48324455812834e-05,vwc_40_50_sd7d,climate_flux
evenness,no3_ugN_mL_lysimiter_surface_chemistry_mean180d__missing,1.47909838881359e-05,no3_ugN_mL_lysimiter_surface_chemistry_mean180d,bgc_sparse
evenness,po4_ugP_mL_lysimiter_surface_chemistry_last365d__missing,1.47792143487837e-05,po4_ugP_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
evenness,rootgrowth_g_m2_day_10_20_minirhizotron_last365d,1.45296092242146e-05,rootgrowth_g_m2_day_10_20_minirhizotron_last365d,bgc_sparse
evenness,npoc_mgC_L_plotmean_throughfall_last365d__missing,1.38625351806194e-05,npoc_mgC_L_plotmean_throughfall_last365d,bgc_sparse
evenness,tdn_mg_l_30cm_pwchemistry_days_since365d,1.33663320113351e-05,tdn_mg_l_30cm_pwchemistry_days_since365d,bgc_sparse
evenness,rootmortality_g_m2_day_20_30_minirhizotron_days_since365d,1.31750610303554e-05,rootmortality_g_m2_day_20_30_minirhizotron_days_since365d,bgc_sparse
evenness,nh4_ugN_mL_lysimiter_surface_chemistry_last365d__missing,1.30193717694997e-05,nh4_ugN_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
evenness,temp_20_30_mean90d__missing,1.28942915519179e-05,temp_20_30_mean90d,climate_flux
evenness,rootgrowth_g_m2_day_10_20_minirhizotron_days_since365d,1.21648965229524e-05,rootgrowth_g_m2_day_10_20_minirhizotron_days_since365d,bgc_sparse
evenness,tdn_mgN_L_plotmean_throughfall_mean180d,1.19247341856588e-05,tdn_mgN_L_plotmean_throughfall_mean180d,bgc_sparse
evenness,npoc_mgC_L_plotmean_throughfall_mean180d,1.17186250640655e-05,npoc_mgC_L_plotmean_throughfall_mean180d,bgc_sparse
evenness,rootmortality_g_m2_day_20_30_minirhizotron_last365d,1.15311755309682e-05,rootmortality_g_m2_day_20_30_minirhizotron_last365d,bgc_sparse
evenness,rootstock_g_m2_10_20_minirhizotron_mean180d,1.14518237802177e-05,rootstock_g_m2_10_20_minirhizotron_mean180d,bgc_sparse
evenness,tdn_mgN_L_plotmean_throughfall_days_since365d__missing,1.12553092323309e-05,tdn_mgN_L_plotmean_throughfall_days_since365d,bgc_sparse
evenness,temp_40_50_mean90d__missing,1.09923037777215e-05,temp_40_50_mean90d,climate_flux
evenness,rootmortality_g_m2_day_0_10_minirhizotron_days_since365d__missing,1.09536171610098e-05,rootmortality_g_m2_day_0_10_minirhizotron_days_since365d,bgc_sparse
evenness,temperature_mean7d,1.09403652602924e-05,temperature_mean7d,climate_flux
evenness,nh4_ugN_mL_lysimiter_surface_chemistry_days_since365d__missing,1.00839398627208e-05,nh4_ugN_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
evenness,rootmortality_g_m2_day_0_10_minirhizotron_last365d,1.00163195032035e-05,rootmortality_g_m2_day_0_10_minirhizotron_last365d,bgc_sparse
evenness,npoc_ug_mL_lysimiter_surface_chemistry_days_since365d__missing,9.99625658744763e-06,npoc_ug_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
evenness,temp_20_30_sd90d__missing,9.97093895350876e-06,temp_20_30_sd90d,climate_flux
evenness,vwc_sd7d__missing,9.70748793760401e-06,vwc_sd7d,climate_flux
evenness,vwc_mean7d__missing,9.61592641771625e-06,vwc_mean7d,climate_flux
evenness,vwc_40_50_sd90d__missing,9.48827731183299e-06,vwc_40_50_sd90d,climate_flux
evenness,tdn_mgN_L_plotmean_throughfall_last365d__missing,9.38246955617061e-06,tdn_mgN_L_plotmean_throughfall_last365d,bgc_sparse
evenness,tfvol_ml_plotmean_throughfall_last365d__missing,9.27538058764377e-06,tfvol_ml_plotmean_throughfall_last365d,bgc_sparse
evenness,rootmortality_g_m2_day_10_20_minirhizotron_days_since365d__missing,9.0576823930375e-06,rootmortality_g_m2_day_10_20_minirhizotron_days_since365d,bgc_sparse
evenness,tdn_mg_l_10cm_pwchemistry_days_since365d,9.02314398249526e-06,tdn_mg_l_10cm_pwchemistry_days_since365d,bgc_sparse
evenness,temp_20_30_sd7d,9.00665912252507e-06,temp_20_30_sd7d,climate_flux
evenness,npoc_mgC_L_plotmean_throughfall_mean180d__missing,8.67089924745734e-06,npoc_mgC_L_plotmean_throughfall_mean180d,bgc_sparse
evenness,temp_40_50_sd30d__missing,8.60977943961094e-06,temp_40_50_sd30d,climate_flux
evenness,flux_sd7d__missing,8.20947820349427e-06,flux_sd7d,climate_flux
evenness,tfvol_ml_plotmean_throughfall_days_since365d__missing,7.31020973735364e-06,tfvol_ml_plotmean_throughfall_days_since365d,bgc_sparse
evenness,temp_40_50_mean30d__missing,7.09695937757227e-06,temp_40_50_mean30d,climate_flux
evenness,vwc_20_30_sd30d__missing,6.91094347518351e-06,vwc_20_30_sd30d,climate_flux
evenness,flux_sd30d__missing,6.85389650022672e-06,flux_sd30d,climate_flux
evenness,temperature_sd7d,6.6622317981806e-06,temperature_sd7d,climate_flux
evenness,vwc_mean30d__missing,6.35890831861374e-06,vwc_mean30d,climate_flux
evenness,rootgrowth_g_m2_day_0_10_minirhizotron_mean180d__missing,5.97151708515242e-06,rootgrowth_g_m2_day_0_10_minirhizotron_mean180d,bgc_sparse
evenness,rootgrowth_g_m2_day_20_30_minirhizotron_days_since365d,5.82791441133113e-06,rootgrowth_g_m2_day_20_30_minirhizotron_days_since365d,bgc_sparse
evenness,flux_sd90d__missing,5.82242665298072e-06,flux_sd90d,climate_flux
evenness,rootmortality_g_m2_day_0_10_minirhizotron_days_since365d,5.71611900622449e-06,rootmortality_g_m2_day_0_10_minirhizotron_days_since365d,bgc_sparse
evenness,tfvol_ml_plotmean_throughfall_days_since365d,5.6727239837242e-06,tfvol_ml_plotmean_throughfall_days_since365d,bgc_sparse
evenness,tfvol_ml_plotmean_throughfall_mean180d__missing,5.59233701758544e-06,tfvol_ml_plotmean_throughfall_mean180d,bgc_sparse
evenness,no3_ugN_mL_lysimiter_surface_chemistry_days_since365d,5.47745515620468e-06,no3_ugN_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
evenness,vwc_20_30_sd90d__missing,5.40020322491985e-06,vwc_20_30_sd90d,climate_flux
evenness,rootgrowth_g_m2_day_20_30_minirhizotron_mean180d__missing,5.12619205791021e-06,rootgrowth_g_m2_day_20_30_minirhizotron_mean180d,bgc_sparse
evenness,doy_cos,5.04814960870936e-06,doy_cos,calendar_time
evenness,flux_mean7d__missing,4.92533765828629e-06,flux_mean7d,climate_flux
evenness,rootstock_g_m2_0_10_minirhizotron_mean180d__missing,4.86939029785649e-06,rootstock_g_m2_0_10_minirhizotron_mean180d,bgc_sparse
evenness,vwc_20_30_mean7d__missing,4.62911928997523e-06,vwc_20_30_mean7d,climate_flux
evenness,tdn_mgN_L_plotmean_throughfall_mean180d__missing,4.61789945755808e-06,tdn_mgN_L_plotmean_throughfall_mean180d,bgc_sparse
evenness,rootgrowth_g_m2_day_0_10_minirhizotron_days_since365d,4.42678001062768e-06,rootgrowth_g_m2_day_0_10_minirhizotron_days_since365d,bgc_sparse
evenness,npoc_mgC_L_plotmean_throughfall_days_since365d,4.33212846896214e-06,npoc_mgC_L_plotmean_throughfall_days_since365d,bgc_sparse
evenness,no3_ugN_mL_lysimiter_surface_chemistry_last365d__missing,4.32634379821772e-06,no3_ugN_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
evenness,rootgrowth_g_m2_day_0_10_minirhizotron_last365d__missing,4.00933815623894e-06,rootgrowth_g_m2_day_0_10_minirhizotron_last365d,bgc_sparse
evenness,rootgrowth_g_m2_day_20_30_minirhizotron_days_since365d__missing,3.98164332094764e-06,rootgrowth_g_m2_day_20_30_minirhizotron_days_since365d,bgc_sparse
evenness,po4_ugP_mL_lysimiter_surface_chemistry_last365d,3.6445089842414e-06,po4_ugP_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
evenness,temp_20_30_sd30d__missing,3.51667963433355e-06,temp_20_30_sd30d,climate_flux
evenness,temp_40_50_sd90d__missing,3.34854027329112e-06,temp_40_50_sd90d,climate_flux
evenness,temperature_sd90d__missing,3.15230898677199e-06,temperature_sd90d,climate_flux
evenness,rootstock_g_m2_10_20_minirhizotron_days_since365d__missing,2.81748491572342e-06,rootstock_g_m2_10_20_minirhizotron_days_since365d,bgc_sparse
evenness,rootgrowth_g_m2_day_0_10_minirhizotron_days_since365d__missing,2.74506898217708e-06,rootgrowth_g_m2_day_0_10_minirhizotron_days_since365d,bgc_sparse
evenness,temperature_mean30d__missing,2.72760724165799e-06,temperature_mean30d,climate_flux
evenness,po4_ugP_mL_lysimiter_surface_chemistry_days_since365d__missing,2.72284191862515e-06,po4_ugP_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
evenness,litterfall_mean_g_m2_mean180d,2.34889757909573e-06,litterfall_mean_g_m2_mean180d,bgc_sparse
evenness,rootmortality_g_m2_day_20_30_minirhizotron_days_since365d__missing,2.29480310658814e-06,rootmortality_g_m2_day_20_30_minirhizotron_days_since365d,bgc_sparse
evenness,vwc_20_30_mean90d__missing,2.27879812774057e-06,vwc_20_30_mean90d,climate_flux
evenness,vwc_40_50_mean90d__missing,2.26742574001082e-06,vwc_40_50_mean90d,climate_flux
evenness,temp_40_50_sd7d__missing,1.73254525625222e-06,temp_40_50_sd7d,climate_flux
evenness,rootgrowth_g_m2_day_10_20_minirhizotron_days_since365d__missing,1.65098259634466e-06,rootgrowth_g_m2_day_10_20_minirhizotron_days_since365d,bgc_sparse
evenness,vwc_20_30_mean30d__missing,1.61297881730182e-06,vwc_20_30_mean30d,climate_flux
evenness,tn_ug_mL_lysimiter_surface_chemistry_last365d__missing,1.59193906537647e-06,tn_ug_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
evenness,no3_ugN_mL_lysimiter_surface_chemistry_days_since365d__missing,1.51317486226721e-06,no3_ugN_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
evenness,rootmortality_g_m2_day_0_10_minirhizotron_mean180d__missing,1.31034049438039e-06,rootmortality_g_m2_day_0_10_minirhizotron_mean180d,bgc_sparse
evenness,rootmortality_g_m2_day_10_20_minirhizotron_mean180d__missing,1.00569801719019e-06,rootmortality_g_m2_day_10_20_minirhizotron_mean180d,bgc_sparse
evenness,temp_20_30_sd7d__missing,9.25416165831638e-07,temp_20_30_sd7d,climate_flux
evenness,tdn_mgN_L_plotmean_throughfall_days_since365d,8.31714307867326e-07,tdn_mgN_L_plotmean_throughfall_days_since365d,bgc_sparse
evenness,npoc_mgC_L_plotmean_throughfall_last365d,4.20219784687204e-07,npoc_mgC_L_plotmean_throughfall_last365d,bgc_sparse
evenness,flux_mean90d__missing,3.75884159816486e-07,flux_mean90d,climate_flux
evenness,rootstock_g_m2_10_20_minirhizotron_days_since365d,1.85155170816076e-07,rootstock_g_m2_10_20_minirhizotron_days_since365d,bgc_sparse
evenness,vwc_40_50_mean7d__missing,1.81681215647878e-07,vwc_40_50_mean7d,climate_flux
evenness,rootstock_g_m2_20_30_minirhizotron_days_since365d__missing,6.76760241284935e-08,rootstock_g_m2_20_30_minirhizotron_days_since365d,bgc_sparse
evenness,rootstock_g_m2_10_20_minirhizotron_last365d__missing,5.82693728339301e-08,rootstock_g_m2_10_20_minirhizotron_last365d,bgc_sparse
evenness,tfvol_ml_plotmean_throughfall_last365d,2.27260269076712e-08,tfvol_ml_plotmean_throughfall_last365d,bgc_sparse
evenness,npoc_mg_l_30cm_pwchemistry_mean180d__missing,0,npoc_mg_l_30cm_pwchemistry_mean180d,bgc_sparse
evenness,tdn_mg_l_30cm_pwchemistry_mean180d__missing,0,tdn_mg_l_30cm_pwchemistry_mean180d,bgc_sparse
